time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,3.1841180170661345e-16,-6.165320069258471e-15,0.0,1.2014360173395744e-08,5.744986708577926e-10,0.0,3.184097975864832e-14,-6.164532450047307e-13,-0.5887881008948791,5.707633065547764e-07,1.8665404019841818e-08,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,2.716565392475904e-15,1.0566654713438826e-15,0.0,6.283185305208773,5.380003997856875e-09,0.0,2.7164125606942594e-13,1.0566888299131296e-13,-0.5887879909604501,-8.200784968022578e-08,2.654881371000867e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-1.1853802874126627e-14,8.970134164818617e-16,0.0,6.283185305195536,6.283185283866274,0.0,-1.1856725687297175e-12,8.970301068265997e-14,-0.5887880289614557,-1.217226211704668e-07,-1.1294872848211258e-06,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,7.850946325307981e-15,-3.4336143472767743e-15,0.0,6.775342953346808e-09,1.5641747452832533e-08,0.0,7.849669769332224e-13,-3.433369985620327e-13,-0.588788035889072,3.31943236279754e-07,7.818326819201948e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,2.6109645721870544e-17,1.5905093054536646e-15,0.0,6.283185304172424,1.510915836888671e-10,0.0,2.6109645721870542e-15,1.5905620937851152e-13,-0.5887881291251681,-1.3110693768280297e-07,2.0397190151465507e-08,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,1.1428230466505654e-15,-9.813479947537808e-15,0.0,1.954776429613503e-08,2.2416131173486065e-09,0.0,1.1427956654968874e-13,-9.811486465983457e-13,-0.5887880659949328,9.769905070449073e-07,1.0845137500477169e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-1.0563969157580194e-14,-8.461057849245454e-17,0.0,7.837552828959815e-11,6.283185285904173,0.0,-1.0566289882711437e-12,-8.461057849245454e-15,-0.5887880338016508,-8.048756470912933e-09,-1.0872120732476337e-06,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-2.1270797035932055e-14,-1.6653038873617203e-15,0.0,3.319732932993702e-09,6.283185265061375,0.0,-2.1280225787561677e-12,-1.6652464967013655e-13,-0.5887879815721054,1.6597515970360213e-07,-2.072153195666583e-06,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-2.722418655028473e-14,4.925841332027899e-16,0.0,6.283185306256023,6.283185253289677,0.0,-2.7239652038182627e-12,4.9258947165218514e-14,-0.5887879768754618,-3.5541072160808064e-08,-2.6448869911228535e-06,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,2.0317889490786326e-14,-2.681975930306505e-15,0.0,5.152850590661728e-09,4.044854939877496e-08,0.0,2.0309366734052587e-12,-2.6818271107346915e-13,-0.5887879846021149,2.3536058098546873e-07,2.0207260848887774e-06,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,1.1399805883266639e-14,-3.543153672781622e-16,0.0,7.062475049224304e-10,2.2769117258292226e-08,0.0,1.1397116326539472e-12,-3.543126957542216e-14,-0.5887880736248486,3.5311857525759355e-08,1.14301799095986e-06,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
