time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-2.440224545329782e-15,-1.582374341823706e-15,0.0,3.3468232629729755e-09,6.283185302542391,0.0,-2.440348082000213e-13,-1.582322256092389e-13,-0.5887880546378907,1.895523109624617e-07,-2.0613929144029632e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-1.426487326518898e-15,2.5058452280281183e-15,0.0,6.283185302384679,6.283185304336023,0.0,-1.426529413364678e-13,2.5059754968364856e-13,-0.5887881016408214,-2.167617617244133e-07,-1.421864963230001e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-2.171454206407986e-16,-9.27895624813016e-16,0.0,1.849417508026363e-09,6.283185306750976,0.0,-2.171460885744886e-14,-9.278775906033851e-14,-0.5887880830016237,9.246729772305855e-08,-2.1008317337553072e-08,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-2.3321969892210334e-15,-4.2344600592508716e-14,0.0,8.37602156522621e-08,6.28318530270629,0.0,-2.3323096060054906e-13,-4.230779156327786e-12,-0.588787819297937,4.137388905341011e-06,-2.0285933522555138e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-5.772140998984099e-16,-1.0060184943449392e-14,0.0,2.0229527386561585e-08,6.283185306028891,0.0,-5.772207769110874e-14,-1.0058090364572512e-12,-0.5887880435458429,1.0329280895245472e-06,-5.753619029273453e-08,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,5.817363856727046e-15,-1.259273545342321e-15,0.0,2.509900731695325e-09,1.159094953351314e-08,0.0,5.81666256124626e-13,-1.2592408182198844e-13,-0.5887880770016245,1.2548847207329007e-07,5.794076144118016e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-5.477783252073328e-16,-6.282093220558753e-15,0.0,1.2260435333644182e-08,6.283185306087731,0.0,-5.477843379493715e-14,-6.281275487641487e-13,-0.5887881079380981,5.844298826416968e-07,-5.459403036265235e-08,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,5.936953131202727e-16,-2.1056607094352285e-14,0.0,4.191506963735492e-08,1.0665193173053922e-09,0.0,5.93687970882451e-14,-2.1047453993693306e-12,-0.5887880055197052,2.0939265588749914e-06,3.868367529501262e-08,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-1.714160171576879e-15,3.860325231658889e-15,0.0,6.283185299644394,6.283185303762586,0.0,-1.714220969475893e-13,3.860634566024202e-13,-0.5887881122381241,-3.5549995070958264e-07,-1.7086217322898313e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,1.1580614178799121e-15,-2.850408839200642e-15,0.0,5.790880663880671e-09,2.1823964857503597e-09,0.0,1.1580333557511874e-13,-2.8502404664282937e-13,-0.5887881188534398,3.0352726603587804e-07,9.362215863038349e-08,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,5.503434050639557e-15,1.443449835274534e-15,0.0,6.283185304469409,1.0726106225433796e-08,0.0,5.502806099751552e-13,1.4434932574104066e-13,-0.5887880997541153,-1.1585591817777571e-07,5.093666006112924e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-5.678000458149868e-15,-3.0922737905332264e-15,0.0,5.926491297714165e-09,6.283185295855766,0.0,-5.678670085650506e-13,-3.0920755060190794e-13,-0.5887880305990526,2.696950553907198e-07,-5.663245952671632e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-2.194267407141681e-17,1.0667602027310454e-14,0.0,6.283185285898972,6.2831853071369,0.0,-2.194267407141681e-15,1.0669968909555044e-12,-0.5887880699051088,-1.0645028723838084e-06,-2.028880598254944e-09,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-2.7657881647874413e-15,-2.688289352018314e-15,0.0,5.3595474724943415e-09,6.283185301694637,0.0,-2.7659468774489894e-13,-2.688139308535758e-13,-0.5887879016122126,2.6794745874439786e-07,-2.711486865094165e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-1.1743796127513213e-14,-3.916375759122834e-14,0.0,7.731695106372172e-08,6.283185283612857,0.0,-1.1746662037865252e-12,-3.913224790307904e-12,-0.5887878130291397,3.7989052016518536e-06,-1.194305061509126e-06,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-6.451864730247354e-17,-1.8708802112261932e-14,0.0,3.698785366879065e-08,6.28318530705096,0.0,-6.451864730247354e-15,-1.870157293688589e-12,-0.5887879912647039,1.8219325951604675e-06,-6.431352861639661e-09,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-3.22557706309583e-16,5.4459343660836335e-16,0.0,6.283185306176858,6.283185306433257,0.0,-3.225597111383401e-14,5.4459945109463475e-14,-0.5887881408246785,-3.824135604805629e-08,-5.060090788468371e-08,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-1.1156603519218741e-14,1.1599003524706828e-16,0.0,6.283185306948383,6.283185285260746,0.0,-1.1159192196712955e-12,1.1599003524706829e-14,-0.5887880726324612,-1.1560228489384898e-08,-1.0596775052363042e-06,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,4.376767414793799e-16,-2.2162905868669074e-14,0.0,4.4113672714729546e-08,7.832428039478145e-10,0.0,4.376727365886129e-14,-2.2152768155174345e-12,-0.5887880064705646,2.2036602261970267e-06,2.729490082091185e-08,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-1.6245390394695279e-15,-5.364647006044807e-16,0.0,1.1882397288331958e-09,6.283185303858126,0.0,-1.6245938297281978e-13,-5.364586870395048e-14,-0.5887881235773595,7.42524815323039e-08,-1.773464344736405e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-1.9516380358153968e-14,-8.049463463530804e-15,0.0,1.604154675760583e-08,6.283185268207809,0.0,-1.9524312903072013e-12,-8.048122253859519e-13,-0.5887879141930383,8.018094582209088e-07,-1.9501734389943785e-06,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,7.658813513501312e-16,4.476890217713575e-16,0.0,6.283185306203361,1.4985506169296059e-09,0.0,7.658693236008753e-14,4.476930310211095e-14,-0.5887881295824955,-6.014356026228663e-08,7.214359736997585e-08,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,-4.647465463267661e-15,1.8373623711955575e-16,0.0,6.283185306716511,6.283185298167453,0.0,-4.647914365086191e-13,1.8373690512821425e-14,-0.5887880956658407,-3.577704495222724e-08,-4.22301498613718e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,7.398051513275695e-15,8.835218989305672e-15,0.0,6.283185289754071,1.4739804043983895e-08,0.0,7.396917798110302e-13,8.836841443870991e-13,-0.5887880396015448,-8.517304523504098e-07,7.367640121903111e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,3.872677322560875e-14,5.354464264182301e-16,0.0,6.283185306226347,7.70424284368687e-08,0.0,3.869597758992892e-12,5.3545241778703944e-14,-0.5887877067668257,-3.3225969665678014e-08,3.845958343976855e-06,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,6.0739851934346554e-15,-1.720915873677195e-14,0.0,3.3956548683988785e-08,1.1894519147404026e-08,0.0,6.073220964494949e-13,-1.7203039565663442e-12,-0.5887880011575275,1.6657544188914624e-06,5.686683610353722e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,1.5818300839845527e-15,8.387948383198073e-15,0.0,6.283185290568301,3.153245664577753e-09,0.0,1.581778025531904e-13,8.389410691784655e-13,-0.5887879955593466,-8.186901269822531e-07,1.5765189395634257e-07,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
0.06,1.549213146496404e-14,-2.6981424552283102e-15,0.0,5.378097078789779e-09,3.054050701223332e-08,0.0,1.5487170511652725e-12,-2.6979916176864884e-13,-0.5887879965270376,2.688747194053671e-07,1.4925484974280891e-06,0.0,445.19758514445414,444.98042300111535,445.4639756771222,446.8496580044187
